item_id	country	media_type	code	relevant	relevance_500	relevance_100	relevance_1000
246245	Australia	Blog	2	0	0.302491	0.357925	0.268401
246246	Australia	Blog	2	0	0	0.012726	0.01113
246408	Switzerland	Blog	2	0	0.260725	0.310575	0.566907
246409	Switzerland	Blog	2	0	0.337343	0.335936	0.358203
246410	Switzerland	Blog	2	0	0.453555	0.294814	0
246411	Switzerland	Blog	2	0	-1	-1	-1
246412	Switzerland	Blog	2	0	0.264602	0	0.182864
246413	Switzerland	Blog	2	0	0.40704	0.062194	0.198456
246414	Switzerland	Blog	2	0	0.638507	0.462926	0.502461
246418	Turkey	Blog	2	0	0.143167	0.319277	0.092078
246419	Turkey	Blog	2	0	0.320535	0.398703	0.48702
246420	Turkey	Blog	2	0	0.241315	0.461211	0.234953
246421	Turkey	Blog	2	0	0.268224	0.309054	0.230208
246422	Turkey	Blog	2	0	0.084943	0.113497	0.060853
246423	Turkey	Blog	4	0	0.062926	0.023814	0.033995
246424	Turkey	Blog	2	0	0.248315	0.397745	0.216922
246425	Turkey	Blog	2	0	0.040712	0.159143	0.102654
246426	Turkey	Blog	2	0	0.151943	0.17712	0.148213
246427	Turkey	Blog	2	0	0.21845	0.4826	0.259156
246428	Turkey	Blog	2	0	0.139763	0.222007	0.092645
246429	Turkey	Blog	2	0	0.280997	0.087334	0.285577
246809	Turkey	Blog	2	0	0.220439	0.40304	0.153926
246810	Turkey	Blog	2	0	0.207434	0.329231	0.178349
246811	Turkey	Blog	2	0	0.029339	0.046532	0
246812	Switzerland	Blog	2	0	-1	-1	-1
246813	Switzerland	Blog	2	0	-1	-1	-1
246814	Australia	Blog	2	0	0.216103	0.043107	0.193419
246815	Switzerland	Blog	2	0	0.062209	0.041127	0.034149
246816	Switzerland	Blog	2	0	0.063318	0.04167	0.016264
246817	Switzerland	Blog	2	0	0.063326	0.041666	0.085947
246818	Switzerland	Blog	2	0	0.063304	0.041652	0.461675
246820	Switzerland	Blog	2	0	0.063302	0.041677	0.207614
246821	Turkey	Blog	2	0	0.268314	0.500466	0.115277
246822	Turkey	Blog	1	1	0.192307	0.260739	0.258715
246823	Turkey	Blog	2	0	-1	-1	-1
249079	Australia	Blog	2	0	0.539926	0	0.405406
249080	Australia	Blog	2	0	0.136338	0.015398	0.084606
249081	Australia	Blog	2	0	0.193695	0.084112	0
249082	Australia	Blog	2	0	0.32732	0	0.25691
249083	Australia	Blog	2	0	0.211734	0	0.014475
249148	Switzerland	Blog	2	0	0.425507	0.178683	0.012005
249150	Turkey	Blog	2	0	0.477529	0.596062	0.510813
249151	Turkey	Blog	4	0	0.250012	0.372888	0.400508
249152	Turkey	Blog	2	0	0.359691	0.763147	0.491213
249153	Turkey	Blog	2	0	0.210572	0.236487	0.175597
249154	Turkey	Blog	2	0	0.079695	0.291421	0.122799
249155	Turkey	Blog	2	0	0.113759	0.189816	0.066448
249156	Turkey	Blog	1	1	0.14398	0.337823	0.190324
249279	Turkey	Blog	2	0	0.068764	0.054506	0.011921
249280	Turkey	Blog	2	0	0.546234	0.401335	0.336014
249281	Switzerland	Blog	2	0	0.063366	0.041661	0.055296
252690	Australia	Blog	2	0	0.517969	0.377031	0.388049
252691	Australia	Blog	2	0	0.527204	0.279433	0.268697
252692	Australia	Blog	2	0	0.385228	0.261913	0.281753
252693	Australia	Blog	2	0	0.270745	0.131525	0.062194
252694	Australia	Blog	2	0	0.031974	0	0
252695	Australia	Blog	2	0	0.371096	0.358056	0.329871
252696	Australia	Blog	2	0	0.367972	0.173176	0.10017
252697	Australia	Blog	2	0	0.37658	0.171834	0.202072
252698	Australia	Blog	2	0	0.063869	0.016905	0.105966
252699	Australia	Blog	2	0	0.261797	0.010539	0.079513
252700	Australia	Blog	2	0	0.146237	0.046381	0.028419
252701	Australia	Blog	2	0	0.141109	0.031108	0.011095
252702	Australia	Blog	2	0	0.16263	0	0.115582
252703	Australia	Blog	2	0	0.525425	0.265076	0.271071
252704	Australia	Blog	2	0	0.440262	0.246983	0.308002
252705	Australia	Blog	2	0	0.496581	0	0.36869
252706	Australia	Blog	2	0	0.529936	0.317626	0.338283
252707	Australia	Blog	2	0	0.537845	0.451135	0.092626
252708	Australia	Blog	2	0	-1	-1	-1
252709	Australia	Blog	2	0	0.095116	0.059817	0.040863
252710	Australia	Blog	2	0	0.02437	0.050786	0.023839
252711	Australia	Blog	2	0	0.480534	0.277	0.567865
252712	Australia	Blog	2	0	0.380787	0.377825	0.265481
252713	Australia	Blog	2	0	0.212527	0.125722	0.159586
252714	Australia	Blog	2	0	0.315644	0.301583	0.317668
252715	Australia	Blog	2	0	0.162784	0.10779	0.079711
252716	Australia	Blog	2	0	0.23553	0.133334	0.075414
252717	Australia	Blog	2	0	0.11802	0.120643	0.051612
252718	Australia	Blog	2	0	0.1339	0.062264	0.083757
252719	Australia	Blog	2	0	0.158015	0.04481	0.111113
252720	Australia	Blog	2	0	0.163536	0	0
252721	Australia	Blog	2	0	0.38507	0.095537	0.179994
252722	Australia	Blog	2	0	-1	-1	-1
252723	Australia	Blog	2	0	0.119916	0	0
252724	Australia	Blog	2	0	0.280032	0.213833	0.225442
252725	Australia	Blog	2	0	0.193832	0.060772	0.041027
252726	Australia	Blog	2	0	0.312657	0.292357	0.193424
252727	Australia	Blog	2	0	-1	-1	-1
252728	Australia	Blog	2	0	-1	-1	-1
252852	Switzerland	Blog	2	0	0.704078	0.537186	0.214384
252853	Switzerland	Blog	2	0	0.252753	0.198144	0.36297
252854	Switzerland	Blog	2	0	0.320853	0.051051	0
252855	Switzerland	Blog	2	0	0.213778	0.286479	0.092479
252859	Turkey	Blog	2	0	0.183297	0.436439	0.352794
252860	Turkey	Blog	2	0	0	0.012811	0
252861	Turkey	Blog	2	0	0.34983	0.502818	0.547674
252862	Turkey	Blog	2	0	0.082359	0.168686	0.012057
252863	Turkey	Blog	3	0	0.52331	0.19761	0.162412
252864	Turkey	Blog	2	0	0.354335	0.60837	0.332849
252865	Turkey	Blog	2	0	0.033726	0.093188	0.032672
252866	Turkey	Blog	4	0	0.307951	0.365864	0.176635
252867	Turkey	Blog	2	0	0.315948	0.447332	0.144348
252868	Turkey	Blog	2	0	0.183243	0.254671	0.320069
252869	Turkey	Blog	2	0	0.177185	0.392443	0.020046
252870	Turkey	Blog	2	0	0.09967	0.36322	0.111094
253196	Turkey	Blog	2	0	0.368195	0.508782	0.323703
253197	Turkey	Blog	2	0	0.204353	0.382265	0.120198
253198	Turkey	Blog	2	0	0.035375	0.10031	0.015959
253199	Australia	Blog	2	0	0.362407	0.304819	0.152372
253200	Australia	Blog	2	0	0.11469	0.017009	0.142125
253201	Switzerland	Blog	2	0	0.062064	0.040973	0.257006
256746	Australia	Blog	2	0	0.47603	0.071258	0.321181
256747	Australia	Blog	2	0	0.500911	0.354025	0.355382
256748	Australia	Blog	2	0	0.165335	0.080555	0.045823
256749	Australia	Blog	2	0	0.193744	0	0.030851
256750	Australia	Blog	2	0	0.123646	0.050162	0.077735
256751	Australia	Blog	2	0	0.222772	0.093171	0.122934
256752	Australia	Blog	2	0	0.385502	0.143212	0.028522
256753	Australia	Blog	2	0	0	0	0.033196
256754	Australia	Blog	1	1	0.34478	0.330058	0.240892
256755	Australia	Blog	2	0	0.108553	0.021791	0.055713
256756	Australia	Blog	2	0	0.112904	0.024195	0.027835
256757	Australia	Blog	2	0	0.374234	0	0.011513
256758	Australia	Blog	2	0	0.479653	0.3259	0.221242
256759	Australia	Blog	2	0	0.292384	0.04255	0.071953
256760	Australia	Blog	2	0	0.448177	0	0.282895
256761	Australia	Blog	2	0	0.361831	0.109935	0.266132
256762	Australia	Blog	2	0	-1	-1	-1
256763	Australia	Blog	2	0	0.331264	0.010057	0.148328
256764	Australia	Blog	2	0	0.247272	0.049367	0.099571
256765	Australia	Blog	2	0	0	0.021611	0
256766	Australia	Blog	2	0	0.470531	0.040088	0.442319
256767	Australia	Blog	1	1	0.659567	0.680758	0.34974
256768	Australia	Blog	2	0	0.457522	0.318809	0.329496
256769	Australia	Blog	2	0	-1	-1	-1
256770	Australia	Blog	2	0	0.081553	0.114111	0.078471
256771	Australia	Blog	2	0	-1	-1	-1
256772	Australia	Blog	2	0	0.471946	0.589027	0.330935
256912	Switzerland	Blog	2	0	0.517721	0.496477	0.500749
256913	Switzerland	Blog	2	0	0.38709	0.090925	0.589848
256917	Turkey	Blog	2	0	0.063014	0.179855	0.087665
256918	Turkey	Blog	2	0	0.041146	0	0.012137
256919	Turkey	Blog	2	0	0.255407	0.438512	0.167747
256920	Turkey	Blog	2	0	0.429219	0.162432	0.050626
256921	Turkey	Blog	2	0	0.372405	0.427739	0.266015
256922	Turkey	Blog	2	0	0.028444	0.272912	0.096058
256923	Turkey	Blog	2	0	0.284642	0.361312	0.239189
256924	Turkey	Blog	2	0	0.4004	0.16571	0.092124
256925	Turkey	Blog	2	0	0.094765	0.179866	0.108681
257308	Turkey	Blog	2	0	0.046629	0.064792	0
257309	Switzerland	Blog	2	0	0.288682	0.34784	0.242894
262194	Australia	Blog	2	0	0.260745	0.066466	0.062702
262195	Australia	Blog	2	0	0.398264	0.377121	0.251245
262196	Australia	Blog	2	0	0.251585	0.101787	0.118199
262197	Australia	Blog	2	0	0	0	0.038539
262198	Australia	Blog	2	0	0.489581	0.120215	0.23924
262199	Australia	Blog	2	0	0.387311	0.153445	0.053116
262200	Australia	Blog	2	0	0.249416	0.188781	0.06602
262201	Australia	Blog	2	0	0.192953	0.244247	0.048442
262202	Australia	Blog	2	0	0.420447	0.07173	0.28806
262203	Australia	Blog	2	0	0.334725	0.104969	0.162331
262204	Australia	Blog	2	0	0.289531	0.40095	0.216487
262205	Australia	Blog	1	1	0.559752	0.605356	0.508863
262206	Australia	Blog	2	0	0.172406	0.151835	0.068458
262207	Australia	Blog	2	0	0.596543	0.228295	0.258022
262208	Australia	Blog	2	0	0.443611	0.112306	0.212711
262209	Australia	Blog	2	0	0.337671	0.087039	0.168441
262210	Australia	Blog	2	0	-1	-1	-1
262211	Australia	Blog	2	0	-1	-1	-1
262212	Australia	Blog	2	0	0.266202	0.481943	0.181339
262213	Australia	Blog	2	0	-1	-1	-1
262214	Australia	Blog	2	0	-1	-1	-1
262215	Australia	Blog	2	0	-1	-1	-1
262216	Australia	Blog	2	0	0.12294	0	0.030768
262217	Australia	Blog	1	1	0.48835	0.439912	0.320789
262218	Australia	Blog	2	0	-1	-1	-1
262219	Australia	Blog	2	0	0.141653	0.039937	0.04782
262220	Australia	Blog	2	0	0.168185	0.189413	0.295716
262221	Australia	Blog	2	0	-1	-1	-1
262222	Australia	Blog	2	0	0.030694	0.014607	0
262223	Australia	Blog	2	0	0.575031	0.032883	0.091987
262224	Australia	Blog	2	0	-1	-1	-1
262225	Australia	Blog	2	0	0.297209	0.017379	0.079458
262226	Australia	Blog	2	0	-1	-1	-1
262227	Australia	Blog	2	0	0.100969	0.026484	0.066624
262228	Australia	Blog	2	0	0.080135	0	0.044456
262229	Australia	Blog	2	0	0.128387	0.047365	0.042318
262230	Australia	Blog	2	0	0.345447	0.210349	0.190309
262231	Australia	Blog	2	0	0.440335	0.123442	0.047728
262232	Australia	Blog	2	0	0.087543	0.133837	0.183253
262233	Australia	Blog	2	0	0.170793	0.08904	0.115958
262405	Switzerland	Blog	2	0	0.216978	0.193766	0.304685
262406	Switzerland	Blog	2	0	0.5575	0.394218	0.363508
262407	Switzerland	Blog	2	0	0.541992	0.272716	0.108162
262408	Switzerland	Blog	2	0	0.372071	0.208815	0.247131
262409	Switzerland	Blog	2	0	0.411689	0.401008	0.112269
262410	Switzerland	Blog	2	0	0.352976	0.099168	0.076443
262411	Switzerland	Blog	2	0	0.443742	0	0.516928
262412	Switzerland	Blog	2	0	0.438788	0.272651	0.317671
262413	Switzerland	Blog	2	0	-1	-1	-1
262414	Switzerland	Blog	2	0	-1	-1	-1
262415	Switzerland	Blog	2	0	0.445108	0.465771	0
262416	Switzerland	Blog	2	0	0.470574	0.21648	0.458536
262417	Switzerland	Blog	2	0	0.33751	0.474479	0.362215
262418	Switzerland	Blog	2	0	-1	-1	-1
262419	Switzerland	Blog	2	0	-1	-1	-1
262420	Switzerland	Blog	2	0	-1	-1	-1
262421	Switzerland	Blog	2	0	-1	-1	-1
262430	Turkey	Blog	2	0	0.328751	0.535382	0.134544
262431	Turkey	Blog	2	0	0.258535	0.497624	0.31922
262432	Turkey	Blog	2	0	0.263219	0.330854	0.181747
262433	Turkey	Blog	2	0	0.274877	0.422313	0.210403
262434	Turkey	Blog	4	0	0.382875	0.579422	0.420811
262435	Turkey	Blog	2	0	0.22811	0.458749	0.287711
262436	Turkey	Blog	2	0	0.212728	0.424797	0.220663
262437	Turkey	Blog	2	0	0.352154	0.361113	0.169885
262438	Turkey	Blog	2	0	0.064379	0.139347	0.02728
262439	Turkey	Blog	2	0	0.110597	0.122685	0.086454
262440	Turkey	Blog	1	1	0.145463	0.082311	0.297597
262441	Turkey	Blog	1	1	0.300089	0.543805	0.365101
262843	Turkey	Blog	2	0	0.163281	0.121776	0.058747
262844	Turkey	Blog	2	0	0.109313	0.136247	0.023824
262845	Turkey	Blog	2	0	0.130883	0.36341	0.070694
262846	Turkey	Blog	2	0	0.094146	0.125164	0.117864
262847	Turkey	Blog	2	0	0.111674	0.203432	0
262849	Australia	Blog	2	0	0.0108	0	0.12205
262850	Australia	Blog	2	0	0.345881	0.26316	0.160989
262851	Australia	Blog	2	0	0.107267	0	0
262852	Australia	Blog	2	0	0.167154	0.011691	0.041797
262853	Switzerland	Blog	2	0	0.245441	0.352676	0.270046
262854	Switzerland	Blog	2	0	0.245114	0.351767	0.13942
262855	Switzerland	Blog	2	0	0.272549	0.361042	0.130465
262856	Switzerland	Blog	2	0	0.247331	0.352616	0.134789
262857	Switzerland	Blog	2	0	0.255742	0.350674	0.216666
262858	Switzerland	Blog	2	0	0.247356	0.347297	0.078922
262859	Switzerland	Blog	2	0	0.267796	0.363063	0.393197
262860	Switzerland	Blog	2	0	0.255301	0.35127	0.106558
262861	Switzerland	Blog	2	0	0.284385	0.372172	0.012542
262862	Switzerland	Blog	2	0	0.254244	0.346119	0.108323
262863	Switzerland	Blog	2	0	0.250139	0.356991	0.022657
262866	Switzerland	Blog	2	0	0.248436	0.350511	0.548597
262867	Switzerland	Blog	2	0	0.248253	0.358441	0.408168
262868	Switzerland	Blog	2	0	0.279966	0.36337	0
262870	Switzerland	Blog	2	0	0.24693	0.346954	0.052488
262871	Switzerland	Blog	2	0	0.28038	0.332095	0.223169
262872	Switzerland	Blog	2	0	0.246976	0.31254	0
262874	Switzerland	Blog	2	0	0.280883	0.331568	0.028071
262875	Switzerland	Blog	2	0	0.252153	0.346714	0.044627
265887	Australia	Blog	2	0	0.212721	0.012525	0.086208
265888	Australia	Blog	2	0	0.516646	0.345844	0.405762
265889	Australia	Blog	2	0	0.48407	0.423722	0.392734
265890	Australia	Blog	2	0	0.078961	0.014963	0.080663
265891	Australia	Blog	2	0	0.301929	0.105796	0.211881
265892	Australia	Blog	2	0	0.348841	0.140037	0.30806
265893	Australia	Blog	2	0	0.206068	0.147555	0.34978
265894	Australia	Blog	2	0	0.283999	0.029014	0.359282
265895	Australia	Blog	2	0	0.333836	0.059892	0.156256
265896	Australia	Blog	2	0	-1	-1	-1
265897	Australia	Blog	2	0	0.108299	0	0.083087
265898	Australia	Blog	2	0	-1	-1	-1
265899	Australia	Blog	2	0	0.454584	0.360971	0.159562
265900	Australia	Blog	2	0	0.065818	0.044981	0
265957	Switzerland	Blog	2	0	0.527865	0.500423	0.27446
265958	Turkey	Blog	4	0	0.189627	0.323526	0.123848
265959	Turkey	Blog	2	0	0.264156	0.301833	0.24006
265960	Turkey	Blog	2	0	0.142373	0.366278	0.279725
265961	Turkey	Blog	1	1	0.175458	0.388693	0.189798
266222	Switzerland	Blog	2	0	-1	-1	-1
269377	Australia	Blog	2	0	0.445372	0.284967	0.308993
269378	Australia	Blog	2	0	0.114328	0.047961	0.024557
269379	Australia	Blog	2	0	0.412702	0.315515	0.238656
269380	Australia	Blog	2	0	0.663838	0.52756	0.405575
269381	Australia	Blog	2	0	0.093065	0.050083	0.272024
269382	Australia	Blog	2	0	0.234805	0.103554	0.325161
269383	Australia	Blog	2	0	0.158817	0	0.036021
269384	Australia	Blog	1	1	0.620237	0.526262	0.434314
269385	Australia	Blog	2	0	-1	-1	-1
269386	Australia	Blog	2	0	0.395122	0.403821	0.441283
269387	Australia	Blog	2	0	0.21387	0	0.162519
269388	Australia	Blog	2	0	-1	-1	-1
269389	Australia	Blog	2	0	0.077076	0.037476	0.088825
269390	Australia	Blog	2	0	-1	-1	-1
269391	Australia	Blog	2	0	0	0.027648	0
269392	Australia	Blog	2	0	0.424271	0.301348	0.170367
269393	Australia	Blog	2	0	0.158225	0.167573	0.15935
269486	Switzerland	Blog	2	0	0.657175	0.388936	0.027151
269487	Switzerland	Blog	2	0	0.199787	0.040498	0
269489	Turkey	Blog	2	0	0	0.03735	0.012962
269490	Turkey	Blog	2	0	0.051057	0.233765	0.023103
269491	Turkey	Blog	2	0	0.029469	0.030042	0.010128
269492	Turkey	Blog	3	0	0.130564	0.132014	0.032217
269493	Turkey	Blog	2	0	0.019883	0.05243	0
269494	Turkey	Blog	2	0	0.129341	0.185223	0.062659
269807	Turkey	Blog	4	0	0.069221	0.162171	0.173419
269808	Turkey	Blog	2	0	0.075619	0.082913	0.04337
269809	Turkey	Blog	2	0	0.219937	0.256196	0.109251
269810	Switzerland	Blog	2	0	-1	-1	-1
271377	Australia	Blog	2	0	-1	-1	-1
271378	Australia	Blog	2	0	0.151196	0.196269	0.083479
271379	Australia	Blog	2	0	0.216234	0.299451	0.19394
271380	Australia	Blog	2	0	-1	-1	-1
271381	Australia	Blog	2	0	0.141426	0.201177	0.12317
271382	Australia	Blog	2	0	0.035892	0	0
271383	Australia	Blog	2	0	0.493905	0.544811	0.398772
271416	Turkey	Blog	2	0	0.020506	0.113988	0.010628
271417	Turkey	Blog	2	0	0.103541	0.195722	0.251559
271595	Turkey	Blog	2	0	-1	-1	-1
271596	Turkey	Blog	2	0	0.011876	0.064447	0.028989
273413	Australia	Blog	2	0	0.147265	0	0.010485
273414	Australia	Blog	2	0	0.111113	0.060333	0
273415	Australia	Blog	2	0	0.255362	0.046473	0.22301
273416	Australia	Blog	2	0	-1	-1	-1
273463	Turkey	Blog	2	0	-1	-1	-1
276276	Australia	Blog	2	0	0.552255	0.164362	0.385136
276277	Australia	Blog	2	0	0.56477	0.471773	0.454955
276278	Australia	Blog	2	0	0.179977	0	0.118825
276279	Australia	Blog	2	0	0.237349	0.177907	0.202987
276280	Australia	Blog	2	0	0.454103	0.295404	0.150295
276281	Australia	Blog	2	0	0.527791	0.225269	0.17515
276282	Australia	Blog	2	0	0.171753	0.10989	0.134131
276283	Australia	Blog	2	0	0.627886	0.051035	0.389162
276284	Australia	Blog	2	0	-1	-1	-1
276285	Australia	Blog	2	0	0.736456	0.022137	0.550749
276286	Australia	Blog	2	0	-1	-1	-1
276287	Australia	Blog	2	0	0.31907	0.231326	0.270001
276288	Australia	Blog	2	0	-1	-1	-1
276289	Australia	Blog	2	0	0.272113	0.408405	0.161134
276290	Australia	Blog	2	0	0.112183	0	0.013507
276291	Australia	Blog	2	0	-1	-1	-1
276292	Australia	Blog	2	0	-1	-1	-1
276293	Australia	Blog	2	0	0.124511	0.087595	0.101682
276294	Australia	Blog	2	0	0.07525	0.026378	0
276295	Australia	Blog	2	0	0.278999	0.182213	0.1264
276296	Australia	Blog	2	0	0	0	0
276297	Australia	Blog	2	0	-1	-1	-1
276298	Australia	Blog	2	0	0.55535	0.091971	0.294094
276299	Australia	Blog	2	0	0.212739	0.378997	0.404221
276300	Australia	Blog	2	0	0.505833	0.341043	0.262676
276384	Switzerland	Blog	2	0	0.340688	0.093968	0
276385	Switzerland	Blog	2	0	0.48407	0.3955	0.063653
276388	Turkey	Blog	2	0	0.011542	0.482146	0.072238
276389	Turkey	Blog	2	0	0.015898	0.330485	0.188588
276390	Turkey	Blog	2	0	0.020944	0.102724	0.143634
276391	Turkey	Blog	2	0	0.012289	0.120173	0.025178
276392	Turkey	Blog	2	0	0.240995	0.412505	0.06608
276393	Turkey	Blog	2	0	0.028488	0.182132	0.046144
276394	Turkey	Blog	2	0	0.051057	0.181051	0.020161
276395	Turkey	Blog	2	0	0.049629	0.071244	0.029378
276396	Turkey	Blog	2	0	0	0.273149	0.011474
276397	Turkey	Blog	2	0	0.321663	0.493013	0.369075
276398	Turkey	Blog	2	0	0.055925	0.333037	0.179978
276399	Turkey	Blog	2	0	0.272312	0.464086	0.160775
276613	Turkey	Blog	2	0	0	0.072504	0
276614	Australia	Blog	2	0	0.498106	0.414932	0.299519
278267	Australia	Blog	2	0	-1	-1	-1
278268	Australia	Blog	2	0	-1	-1	-1
278269	Australia	Blog	2	0	0.171388	0.031171	0.10857
278270	Australia	Blog	2	0	0.14978	0	0.068287
278271	Australia	Blog	2	0	0.153172	0	0.065739
278308	Turkey	Blog	2	0	0.104492	0.168645	0.019503
278309	Turkey	Blog	2	0	0.230402	0.358455	0.159074
281327	Australia	Blog	2	0	0	0.03189	0
281328	Australia	Blog	1	1	0.588475	0.404227	0.408537
281329	Australia	Blog	1	0	0.509124	0.368241	0.336435
281330	Australia	Blog	2	0	0.298497	0.122382	0.142659
281331	Australia	Blog	2	0	0.155763	0.046542	0.051764
281332	Australia	Blog	2	0	0.028086	0	0.024675
281333	Australia	Blog	2	0	0.034268	0	0.0133
281334	Australia	Blog	2	0	0.315956	0.073579	0.243781
281335	Australia	Blog	2	0	0.310267	0.182515	0.156106
281336	Australia	Blog	2	0	-1	-1	-1
281337	Australia	Blog	2	0	-1	-1	-1
281338	Australia	Blog	2	0	0.316003	0.30677	0.122701
281339	Australia	Blog	2	0	-1	-1	-1
281340	Australia	Blog	3	1	0.452428	0.328434	0.083307
281341	Australia	Blog	2	0	0.362365	0.243826	0.234755
281342	Australia	Blog	2	0	0.043684	0	0.017948
281343	Australia	Blog	1	1	0.419578	0.31892	0.252927
281344	Australia	Blog	2	0	0.098528	0.047282	0.041286
281345	Australia	Blog	4	0	0.609013	0.48532	0.108503
281346	Australia	Blog	2	0	0.1936	0	0.056686
281347	Australia	Blog	2	0	0.669695	0.300812	0.125137
281348	Australia	Blog	2	0	0.370373	0.041727	0.113797
281349	Australia	Blog	2	0	0.020179	0.090795	0.035082
281350	Australia	Blog	2	0	0.478873	0.435457	0.291692
281351	Australia	Blog	2	0	0.06244	0	0.045659
281443	Switzerland	Blog	2	0	0.374672	0.315087	0.045501
281444	Switzerland	Blog	2	0	0.44441	0.363134	0.363039
281445	Switzerland	Blog	2	0	0	0.078435	0.041915
281446	Switzerland	Blog	2	0	0.406785	0.377316	0
281447	Switzerland	Blog	1	1	0.570819	0.437716	0.174515
281449	Turkey	Blog	2	0	0.476651	0.620746	0.410967
281450	Turkey	Blog	2	0	0.098231	0.312802	0.112219
281451	Turkey	Blog	2	0	0.171571	0.060731	0
281452	Turkey	Blog	2	0	0.09892	0.257042	0.116964
281453	Turkey	Blog	2	0	0.137332	0.392759	0.185837
281454	Turkey	Blog	2	0	0.028038	0.093453	0.036305
281455	Turkey	Blog	2	0	0.062098	0.010068	0
281782	Turkey	Blog	2	0	0.361958	0.61433	0.352978
281783	Australia	Blog	2	0	0.159753	0.076294	0.067741
285331	Australia	Blog	2	0	0.475142	0.396531	0.481931
285332	Australia	Blog	2	0	0.110311	0.035613	0.07218
285333	Australia	Blog	2	0	0.467649	0.375155	0.238151
285334	Australia	Blog	2	0	0.185993	0.118435	0.06263
285335	Australia	Blog	2	0	0.300923	0.177029	0.187567
285336	Australia	Blog	2	0	0.357966	0.110529	0.306351
285337	Australia	Blog	2	0	0.296388	0.209396	0.126873
285338	Australia	Blog	2	0	0.268464	0.175654	0.196215
285339	Australia	Blog	2	0	0.177915	0.054148	0.224074
285340	Australia	Blog	2	0	0.366122	0.048013	0.200989
285341	Australia	Blog	2	0	0.419585	0.354632	0.373067
285342	Australia	Blog	2	0	0.398697	0.466837	0.28679
285343	Australia	Blog	2	0	0.322539	0.418481	0.343756
285344	Australia	Blog	1	1	0.580953	0.444922	0.343323
285345	Australia	Blog	2	0	0.268916	0.140456	0.094954
285346	Australia	Blog	2	0	0.262697	0.1097	0.321179
285347	Australia	Blog	2	0	0.548566	0	0.080047
285348	Australia	Blog	2	0	0.074573	0.082861	0.13038
285349	Australia	Blog	2	0	0.105648	0.024174	0.118045
285350	Australia	Blog	2	0	0.383071	0.354765	0.417139
285351	Australia	Blog	2	0	0.488511	0	0.430598
285352	Australia	Blog	2	0	0.323147	0.023219	0.239477
285353	Australia	Blog	2	0	0.524639	0.055692	0.344629
285354	Australia	Blog	2	0	0.356089	0.09124	0.367265
285355	Australia	Blog	2	0	-1	-1	-1
285356	Australia	Blog	2	0	-1	-1	-1
285357	Australia	Blog	2	0	0.496093	0.162168	0.233359
285358	Australia	Blog	2	0	0.30936	0.042563	0
285359	Australia	Blog	2	0	0.174513	0.134537	0.193248
285360	Australia	Blog	2	0	-1	-1	-1
285361	Australia	Blog	2	0	0.323769	0.120397	0.042193
285362	Australia	Blog	2	0	0.237854	0.085634	0.116284
285363	Australia	Blog	2	0	0.016266	0	0.015949
285364	Australia	Blog	2	0	0.277685	0.114469	0.106661
285365	Australia	Blog	2	0	0.059075	0	0.022738
285366	Australia	Blog	2	0	0.085102	0.014422	0.037064
285367	Australia	Blog	2	0	-1	-1	-1
285368	Australia	Blog	2	0	-1	-1	-1
285369	Australia	Blog	2	0	0.0952	0.105835	0.091213
285370	Australia	Blog	2	0	-1	-1	-1
285371	Australia	Blog	2	0	0.061484	0	0
285372	Australia	Blog	2	0	0.183722	0	0.12511
285373	Australia	Blog	2	0	-1	-1	-1
285374	Australia	Blog	2	0	0.10262	0.024089	0.109131
285375	Australia	Blog	2	0	0.088116	0.017168	0.128211
285376	Australia	Blog	2	0	0.331743	0.266374	0.33223
285377	Australia	Blog	2	0	0.095146	0	0.098685
285378	Australia	Blog	2	0	0.50786	0.214455	0.103385
285379	Australia	Blog	2	0	0.137711	0.04146	0.085153
285380	Australia	Blog	2	0	0.121666	0.057865	0.128635
285381	Australia	Blog	2	0	0.168947	0.019491	0.044448
285382	Australia	Blog	2	0	0.390502	0.334766	0.295591
285383	Australia	Blog	2	0	0.265768	0	0.047286
285384	Australia	Blog	2	0	0.455046	0.326334	0.198145
285385	Australia	Blog	4	0	0.608656	0.63519	0.441635
285386	Australia	Blog	2	0	0.361008	0.671937	0.374117
285387	Australia	Blog	2	0	0.337174	0.598091	0.234258
285388	Australia	Blog	2	0	0.145386	0	0.088373
285502	Switzerland	Blog	2	0	0.244809	0.027904	0.043657
285503	Switzerland	Blog	2	0	0.405979	0.212015	0.178974
285504	Switzerland	Blog	2	0	0.329719	0.392002	0
285505	Switzerland	Blog	2	0	0.385155	0.293158	0.232477
285506	Switzerland	Blog	2	0	0.375096	0.057067	0.202514
285507	Switzerland	Blog	2	0	-1	-1	-1
285508	Switzerland	Blog	1	1	0.417437	0.084193	0.042576
285509	Switzerland	Blog	2	0	0.498059	0.375781	0
285514	Turkey	Blog	2	0	0.025857	0	0
285515	Turkey	Blog	2	0	-1	-1	-1
285516	Turkey	Blog	2	0	0.159566	0.252108	0.166977
285517	Turkey	Blog	2	0	0.159771	0.068416	0.034925
285518	Turkey	Blog	2	0	0.15139	0.440542	0.064158
285519	Turkey	Blog	2	0	0	0	0.030607
285520	Turkey	Blog	2	0	0.290527	0.32217	0.078831
285521	Turkey	Blog	2	0	0.294793	0.386871	0.124177
285522	Turkey	Blog	4	0	0	0.186892	0
285523	Turkey	Blog	2	0	0.265178	0.372171	0.17353
